L_slow,L_fast,L_diff,n,d,k,seed,subsample_size,steps,t_A,t_B,t_sketching,t_sampling
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,312.5,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,156.25,31.25,343.75,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,375.0,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,234.375,31.25,375.0,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,234.375,31.25,312.5,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,312.5,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,328.125,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,234.375,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,156.25,15.625,500.0,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,46.875,406.25,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,328.125,15.625,375.0,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,31.25,375.0,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,31.25,359.375,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,46.875,437.5,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,406.25,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,15.625,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,343.75,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,234.375,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,359.375,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,46.875,359.375,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,328.125,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,15.625,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,46.875,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,328.125,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,46.875,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,15.625,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,234.375,31.25,359.375,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,31.25,390.625,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,46.875,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,93.75,31.25,453.125,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,390.625,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,312.5,31.25,468.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,171.875,31.25,515.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,46.875,421.875,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,375.0,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,390.625,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,406.25,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,15.625,359.375,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,31.25,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,312.5,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,328.125,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,15.625,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,31.25,406.25,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,406.25,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,218.75,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,46.875,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,31.25,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,406.25,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,31.25,406.25,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,328.125,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,375.0,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,375.0,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,375.0,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,312.5,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,15.625,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,406.25,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,390.625,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,15.625,375.0,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,375.0,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,0.0,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,15.625,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,171.875,15.625,343.75,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,375.0,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,437.5,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,312.5,46.875,406.25,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,406.25,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,171.875,46.875,421.875,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,421.875,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,234.375,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,406.25,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,15.625,375.0,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,375.0,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,296.875,31.25,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,15.625,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,15.625,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,328.125,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,390.625,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,406.25,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,359.375,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,312.5,15.625,359.375,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,359.375,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,343.75,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,328.125,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,31.25,375.0,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,390.625,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,15.625,343.75,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,296.875,46.875,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,31.25,406.25,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,406.25,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,46.875,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,31.25,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,375.0,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,15.625,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,312.5,15.625,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,281.25,15.625,328.125,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,109.375,46.875,375.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,250.0,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,343.75,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,15.625,390.625,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,375.0,0.0
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,250.0,31.25,359.375,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,500.0,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,312.5,31.25,421.875,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,296.875,15.625,437.5,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,156.25,31.25,437.5,15.625
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,312.5,0.0
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,125.0,31.25,343.75,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,281.25,31.25,359.375,15.625
103610438.40979312,103587018.1077105,-23420.30208261311,284807,30,5,0,0.01,2,265.625,15.625,375.0,15.625
132703869.12336476,103867963.16470256,-28835905.9586622,284807,30,5,0,0.01,2,140.625,0.0,359.375,0.0
103762528.41904812,103637849.20443472,-124679.21461340784,284807,30,5,0,0.01,2,265.625,31.25,359.375,0.0
